split,image,label,issue_codes,suspicious_lines,max_box_area
train,data/forklift_ground/train/images/N0QDCGT2KPQ2_jpg.rf.6d00cf2f2fcbaed56ca60be93c673541.jpg,data/forklift_ground/train/labels/N0QDCGT2KPQ2_jpg.rf.6d00cf2f2fcbaed56ca60be93c673541.txt,large_box,1,0.801452
val,data/forklift_ground/valid/images/YWECF9JQZYHW_jpg.rf.a72acbf8d72ac590dfa0c20b0ae4ed27.jpg,data/forklift_ground/valid/labels/YWECF9JQZYHW_jpg.rf.a72acbf8d72ac590dfa0c20b0ae4ed27.txt,large_box,1,0.797841
train,data/forklift_ground/train/images/TTF1451D6VP9_jpg.rf.119877b7ce2a85b1b7a30af41b1d101c.jpg,data/forklift_ground/train/labels/TTF1451D6VP9_jpg.rf.119877b7ce2a85b1b7a30af41b1d101c.txt,large_box,1,0.787239
train,data/forklift_ground/train/images/6FEAR0NVGC6S_jpg.rf.6adad4a44d8e365a58e0b080565d1e4d.jpg,data/forklift_ground/train/labels/6FEAR0NVGC6S_jpg.rf.6adad4a44d8e365a58e0b080565d1e4d.txt,large_box,2,0.785820
train,data/forklift_ground/train/images/J5Z515I5PZJL_jpg.rf.d09ad5208c8be4e8d5c3b40e796bf264.jpg,data/forklift_ground/train/labels/J5Z515I5PZJL_jpg.rf.d09ad5208c8be4e8d5c3b40e796bf264.txt,large_box,2,0.784588
train,data/forklift_ground/train/images/3JZYZSJC4MC7_jpg.rf.e41f89e2d0a002a164251ecf27f8129c.jpg,data/forklift_ground/train/labels/3JZYZSJC4MC7_jpg.rf.e41f89e2d0a002a164251ecf27f8129c.txt,large_box,1,0.784368
train,data/forklift_ground/train/images/G4LHLDE31ELB_jpg.rf.7ccc1b25769ec22c0a47ac8d2919e28c.jpg,data/forklift_ground/train/labels/G4LHLDE31ELB_jpg.rf.7ccc1b25769ec22c0a47ac8d2919e28c.txt,large_box,2,0.781060
train,data/forklift_ground/train/images/ZCKROF0UR45E_jpg.rf.4d3e1208d4c0ecfe7fee541555548ca2.jpg,data/forklift_ground/train/labels/ZCKROF0UR45E_jpg.rf.4d3e1208d4c0ecfe7fee541555548ca2.txt,large_box,1,0.780933
train,data/forklift_ground/train/images/PA553OKVYVT8_jpg.rf.8d31d3063784396de5af9cc6cd213d14.jpg,data/forklift_ground/train/labels/PA553OKVYVT8_jpg.rf.8d31d3063784396de5af9cc6cd213d14.txt,large_box,1,0.780053
train,data/forklift_ground/train/images/TZ3Y2NSQILO2_jpg.rf.8904566f268f218beed188bbd70b50a7.jpg,data/forklift_ground/train/labels/TZ3Y2NSQILO2_jpg.rf.8904566f268f218beed188bbd70b50a7.txt,large_box,2,0.779915
train,data/forklift_ground/train/images/S401A14VR21B_jpg.rf.ce700efd3ab3f80f8f114d9acafa5781.jpg,data/forklift_ground/train/labels/S401A14VR21B_jpg.rf.ce700efd3ab3f80f8f114d9acafa5781.txt,large_box,2,0.779476
train,data/forklift_ground/train/images/CYSZU4EXSO3X_jpg.rf.80e0e68ab2bc40aab58451836fbbb0d4.jpg,data/forklift_ground/train/labels/CYSZU4EXSO3X_jpg.rf.80e0e68ab2bc40aab58451836fbbb0d4.txt,large_box,1,0.778709
train,data/forklift_ground/train/images/F3H1FDT1AIMA_jpg.rf.9266c9359d54d534fff1fe75d2de2dbd.jpg,data/forklift_ground/train/labels/F3H1FDT1AIMA_jpg.rf.9266c9359d54d534fff1fe75d2de2dbd.txt,large_box,1,0.775562
train,data/forklift_ground/train/images/JR43V3D9QMTL_jpg.rf.7a67a6fd2feef49566474c0f71e0e322.jpg,data/forklift_ground/train/labels/JR43V3D9QMTL_jpg.rf.7a67a6fd2feef49566474c0f71e0e322.txt,large_box,1,0.774783
train,data/forklift_ground/train/images/0G9I5DS07WIS_jpg.rf.148ae339d895b00512ba53493e336cca.jpg,data/forklift_ground/train/labels/0G9I5DS07WIS_jpg.rf.148ae339d895b00512ba53493e336cca.txt,large_box,2,0.772924
test,data/forklift_ground/test/images/FI0AALFL7Z3T_jpg.rf.b5b956324dafd51d7ce36a9e80cc334d.jpg,data/forklift_ground/test/labels/FI0AALFL7Z3T_jpg.rf.b5b956324dafd51d7ce36a9e80cc334d.txt,large_box,1,0.768004
val,data/forklift_ground/valid/images/XPXXM1MK288A_jpg.rf.cc8b5d472ab3e01d4e1ad70540e7da4f.jpg,data/forklift_ground/valid/labels/XPXXM1MK288A_jpg.rf.cc8b5d472ab3e01d4e1ad70540e7da4f.txt,large_box,2,0.765013
train,data/forklift_ground/train/images/P6RHLIBE8IIA_jpg.rf.328a6cf213b67cd2ac0b9cccbdbd0dcd.jpg,data/forklift_ground/train/labels/P6RHLIBE8IIA_jpg.rf.328a6cf213b67cd2ac0b9cccbdbd0dcd.txt,large_box,1,0.763680
train,data/forklift_ground/train/images/NFNL5ZEZHVMZ_jpg.rf.1ecb7d652c1b0cb0cf26d79ee32df3c1.jpg,data/forklift_ground/train/labels/NFNL5ZEZHVMZ_jpg.rf.1ecb7d652c1b0cb0cf26d79ee32df3c1.txt,large_box,1,0.762528
test,data/forklift_ground/test/images/26AJCLLVBKTB_jpg.rf.e7bc7fa24e6fa09d92d2b051c19ceab5.jpg,data/forklift_ground/test/labels/26AJCLLVBKTB_jpg.rf.e7bc7fa24e6fa09d92d2b051c19ceab5.txt,large_box,2,0.758784
test,data/forklift_ground/test/images/XJIVYAFXZT7D_jpg.rf.e1a5d9cf0d740fd839477c2efdf4173c.jpg,data/forklift_ground/test/labels/XJIVYAFXZT7D_jpg.rf.e1a5d9cf0d740fd839477c2efdf4173c.txt,large_box,1,0.754347
val,data/forklift_ground/valid/images/JVF9M68WT3W3_jpg.rf.62a7b887733b6b392c9e9da966e723cf.jpg,data/forklift_ground/valid/labels/JVF9M68WT3W3_jpg.rf.62a7b887733b6b392c9e9da966e723cf.txt,large_box,1,0.753221
train,data/forklift_ground/train/images/U7LEQ7JP4PBE_jpg.rf.97925396256e4490828b041b24b2a978.jpg,data/forklift_ground/train/labels/U7LEQ7JP4PBE_jpg.rf.97925396256e4490828b041b24b2a978.txt,large_box,1,0.748284
train,data/forklift_ground/train/images/DBJKWHEXGQ1B_jpg.rf.a2f72716262b8c9dc5367fd7371ff638.jpg,data/forklift_ground/train/labels/DBJKWHEXGQ1B_jpg.rf.a2f72716262b8c9dc5367fd7371ff638.txt,large_box,1,0.745747
val,data/forklift_ground/valid/images/YWDJNT1PJYWG_jpg.rf.887a8e568697adc62b686ce052dcdef6.jpg,data/forklift_ground/valid/labels/YWDJNT1PJYWG_jpg.rf.887a8e568697adc62b686ce052dcdef6.txt,large_box,1,0.743344
train,data/forklift_ground/train/images/VZO029HKTGO8_jpg.rf.95b9c8ba203a01b515e9054a8e6b8516.jpg,data/forklift_ground/train/labels/VZO029HKTGO8_jpg.rf.95b9c8ba203a01b515e9054a8e6b8516.txt,large_box,1,0.740438
train,data/forklift_ground/train/images/DEC8KVTIU2G9_jpg.rf.9beb9bfa865ebb1c1fd373ce5f558d96.jpg,data/forklift_ground/train/labels/DEC8KVTIU2G9_jpg.rf.9beb9bfa865ebb1c1fd373ce5f558d96.txt,large_box,1,0.739024
train,data/forklift_ground/train/images/VNNBSPZ8J2DR_jpg.rf.00b24c1a90564d887bdcceb25de620cb.jpg,data/forklift_ground/train/labels/VNNBSPZ8J2DR_jpg.rf.00b24c1a90564d887bdcceb25de620cb.txt,large_box,2,0.738715
val,data/forklift_ground/valid/images/U2618ZVMLJCA_jpg.rf.20f7928a0b672b8790b9c8994ad221bf.jpg,data/forklift_ground/valid/labels/U2618ZVMLJCA_jpg.rf.20f7928a0b672b8790b9c8994ad221bf.txt,large_box,1,0.737714
train,data/forklift_ground/train/images/FU46N5R9C6B3_jpg.rf.69d844a08561edb0a6d319c2e803fc5c.jpg,data/forklift_ground/train/labels/FU46N5R9C6B3_jpg.rf.69d844a08561edb0a6d319c2e803fc5c.txt,large_box,1,0.736074
train,data/forklift_ground/train/images/IO1OQLR0VHX3_jpg.rf.fd3670d8920903d057c6e274a34b74d2.jpg,data/forklift_ground/train/labels/IO1OQLR0VHX3_jpg.rf.fd3670d8920903d057c6e274a34b74d2.txt,large_box,1,0.734173
train,data/forklift_ground/train/images/WIIG5IL08DRO_jpg.rf.43bdc6865bb4aab0f17376915b0a2430.jpg,data/forklift_ground/train/labels/WIIG5IL08DRO_jpg.rf.43bdc6865bb4aab0f17376915b0a2430.txt,large_box,2,0.732727
train,data/forklift_ground/train/images/BO40JH95XNW3_jpg.rf.1c1aa22ab023e15c4176a987b0e5c45e.jpg,data/forklift_ground/train/labels/BO40JH95XNW3_jpg.rf.1c1aa22ab023e15c4176a987b0e5c45e.txt,large_box,1,0.731529
val,data/forklift_ground/valid/images/0EZMOXIBCFJ2_jpg.rf.4478771aa2a3c236ee42212d3628b19b.jpg,data/forklift_ground/valid/labels/0EZMOXIBCFJ2_jpg.rf.4478771aa2a3c236ee42212d3628b19b.txt,large_box,2,0.730750
train,data/forklift_ground/train/images/QWXLQOR02ED4_jpg.rf.1a59654b0e578f4910abc17540f95254.jpg,data/forklift_ground/train/labels/QWXLQOR02ED4_jpg.rf.1a59654b0e578f4910abc17540f95254.txt,large_box,1,0.724213
test,data/forklift_ground/test/images/1Z2J2ECZ7K49_jpg.rf.f32a346247d37cf00cf6739d30017ce2.jpg,data/forklift_ground/test/labels/1Z2J2ECZ7K49_jpg.rf.f32a346247d37cf00cf6739d30017ce2.txt,large_box,1,0.716217
val,data/forklift_ground/valid/images/I1QKIYWFZQ3D_jpg.rf.873c79e82edf8ebb554464c0748da52c.jpg,data/forklift_ground/valid/labels/I1QKIYWFZQ3D_jpg.rf.873c79e82edf8ebb554464c0748da52c.txt,large_box,2,0.714893
val,data/forklift_ground/valid/images/WK1B4J57WKQ5_jpg.rf.4c1ff8dbdadd5de38f36642ed1921dfa.jpg,data/forklift_ground/valid/labels/WK1B4J57WKQ5_jpg.rf.4c1ff8dbdadd5de38f36642ed1921dfa.txt,large_box,1,0.712617
train,data/forklift_ground/train/images/J1BZ0B2GOWUK_jpg.rf.0bc769fad95fb993bee6974e34ba9392.jpg,data/forklift_ground/train/labels/J1BZ0B2GOWUK_jpg.rf.0bc769fad95fb993bee6974e34ba9392.txt,large_box,1,0.712147
train,data/forklift_ground/train/images/ME0I4GI2F986_jpg.rf.f3602e88a3f07970554a78add0c985f2.jpg,data/forklift_ground/train/labels/ME0I4GI2F986_jpg.rf.f3602e88a3f07970554a78add0c985f2.txt,large_box,1,0.708114
train,data/forklift_ground/train/images/K33CQM6AF64F_jpg.rf.48f09e999d0fd74fde9b39478c0a79ec.jpg,data/forklift_ground/train/labels/K33CQM6AF64F_jpg.rf.48f09e999d0fd74fde9b39478c0a79ec.txt,large_box,1,0.708107
train,data/forklift_ground/train/images/AZBJKOXZQ49X_jpg.rf.ea6a7788d39da9823e5e86d3bd530ec9.jpg,data/forklift_ground/train/labels/AZBJKOXZQ49X_jpg.rf.ea6a7788d39da9823e5e86d3bd530ec9.txt,large_box,3,0.706736
val,data/forklift_ground/valid/images/URH4HHQBTXAX_jpg.rf.290b352751655ababdd06467a5d40dbd.jpg,data/forklift_ground/valid/labels/URH4HHQBTXAX_jpg.rf.290b352751655ababdd06467a5d40dbd.txt,large_box,1,0.706112
train,data/forklift_ground/train/images/YE5E5VJUJ61O_jpg.rf.2dbeb915a64de1a26ba5b3a3c9cf7914.jpg,data/forklift_ground/train/labels/YE5E5VJUJ61O_jpg.rf.2dbeb915a64de1a26ba5b3a3c9cf7914.txt,large_box,1,0.703548
train,data/forklift_ground/train/images/5GEH29PPLAYC_jpg.rf.6e3b37608c8dd3c6e97aae49aef2235d.jpg,data/forklift_ground/train/labels/5GEH29PPLAYC_jpg.rf.6e3b37608c8dd3c6e97aae49aef2235d.txt,large_box,2,0.701506
